xanax,-0.0214805,-0.121305,0.145779,-0.126096,-0.114934,-0.0642776,-0.132885,-0.129005,-0.133921,-0.0166883,-0.037422,-0.0369372,0.04321,-0.0411314,-0.0905408,-0.130339,0.144687,0.0513872,0.0487403,-0.0307995,-0.152222,-0.149282,0.0594401,-0.0226823,-0.0180547,0.129015,0.0221807,-0.0133641,-0.045156,-0.100028,0.11913,0.0689246,0.0727098,-0.0147297,0.0806041,-0.0216111,-0.0544211,0.150441,0.0563129,-0.125731,0.137936,-0.0708334,0.058998,-0.10634,-0.123293,-0.0277887,-0.0316675,0.115657,0.0629032,-0.00351383,-0.0600545,0.103829,-0.0166698,-0.0188785,0.134882,-0.0923664,0.11865,-0.0593889,0.125638,0.0912022,-0.154198,0.0190561,0.0623098,0.0143004,0.111157,-0.0833954,-0.0518989,0.131939,0.0198544,0.0110451,0.0278713,0.118599,-0.148043,0.100437,-0.0491755,-0.131695,-0.0855213,-0.0901334,0.14309,0.0135329,0.103755,-0.100588,0.108514,0.0462168,-0.0543494,0.00975411,0.00126855,-0.120977,-0.109396,0.124817,-0.0603207,-0.00754923,-0.122627,-0.0381464,0.0646922,0.0680208,0.119528,0.0660889,0.0418915,-0.0988997,-0.102782,0.0776818,-0.00752615,-0.0855939,0.00194018,-0.113019,0.0450706,0.12676,0.0311191,-0.0636099,-0.0128785,-0.151326,-0.12551,0.0506968,0.153374,-0.0673493,0.118792,0.0551443,0.00616387,0.114399,-0.143478,-0.0784804,0.00894222,-0.0225531,0.0502872,-0.060284,0.0422352,0.0516554,
im,0.0335498,0.0256719,0.0347895,0.125797,-0.0958647,-0.139771,0.0283251,0.0275106,-0.0123235,0.0916603,0.0498278,-0.0569328,-0.141424,-0.110114,-0.166327,-0.13102,0.0743794,0.0523695,0.0802263,0.0570943,0.0835205,0.040523,0.032991,0.0401939,-0.0736693,0.0519928,-0.0557261,0.0689753,-0.0662653,-0.155395,0.0249949,0.121284,0.0282547,0.0546837,-0.02638,-0.172001,-0.0382414,0.0601965,0.0450346,-0.108847,-0.0661987,0.0764686,0.0841808,0.0536481,-0.0600395,0.0594479,0.105616,-0.113968,0.0240936,-0.0511851,0.0642602,-0.0854802,-0.0346945,-0.0524383,-0.0230861,-0.00469308,-0.213716,-0.092294,-0.0879262,0.184911,0.0157795,-0.109411,-0.0924534,-0.0447352,0.0663873,-0.0496138,-0.132705,0.0305315,0.00875399,-0.152303,0.103224,-0.114642,-0.19217,0.095593,-0.015533,-0.115574,0.060378,-0.0191403,-0.0337499,0.0345356,0.179068,0.0496736,-0.0589636,0.0745122,0.00865169,0.104346,-0.075787,0.0805298,-0.067221,0.104568,-0.030201,-0.00783413,-0.0860832,0.00589474,0.0183055,-0.141966,-0.0522102,-0.0857206,-0.0110503,0.0854215,-0.0623516,0.0677024,0.119686,0.0234812,0.0985612,0.122322,0.0649199,-0.014609,-0.0312449,-0.152731,0.0567577,0.0563371,-0.0998126,0.106762,0.0952359,-0.106499,0.0733226,0.0103207,-0.00511732,0.0795126,-0.00284202,-0.119008,0.105,-0.0249256,0.100777,-0.225122,-0.0889229,0.171906,
sleep,-0.131741,-0.109269,-0.06438,0.0227307,-0.03691,0.0803119,-0.0778477,-0.100098,-0.0942664,0.0589631,-0.00248324,-0.136182,-0.0467904,0.0525011,-0.046361,0.0720177,0.0184562,0.0657561,-0.0568623,-0.113928,0.00126155,0.177871,0.145446,0.0398612,0.132083,-0.0878082,-0.00874242,-0.0757017,-0.202518,-0.00084422,-0.093782,0.00674139,-0.0808748,-0.0202478,0.0482456,0.034318,-0.0727901,-0.0413134,-0.136949,-0.167351,0.0515611,0.0341932,-0.10001,0.039454,0.00473558,0.0345266,-0.0471357,0.0668887,-0.0976325,-0.017892,0.0339994,-0.082374,-0.207333,-0.09954,-0.00669977,-0.0785904,0.0484952,0.0224076,-0.0402487,-0.0332026,0.111084,-0.0209235,-0.0150912,-0.0278651,-0.186496,-0.197311,-0.00781574,0.00734148,0.0517499,-0.168896,-0.047836,-0.0588321,0.117279,0.0305724,0.103399,-0.061837,0.0683572,-0.0190067,0.0999529,0.0541971,-0.0690781,-0.0946675,0.0415282,-0.0929981,-0.00681296,0.00411238,-0.197608,0.0113387,-0.108375,0.0996346,-0.001025,-0.0193711,-0.015215,0.122208,-0.0184328,0.139778,-0.0775741,-0.0983196,-0.00146474,-0.128429,-0.142288,0.0678088,-0.0249262,-0.130295,-0.0948053,0.136383,-0.145473,-0.167725,-0.0489694,-0.0110584,-0.0728358,-0.0623277,-0.033648,-0.0114859,0.013083,0.143213,-0.0882103,-0.0282589,0.112803,-0.0676962,0.187111,-0.142002,-0.0778466,0.0107022,0.00814557,-0.0381847,0.00320764,0.0822749,
like,0.0839722,-0.111817,-0.0829403,0.0319387,0.129373,0.132047,-0.078787,0.151285,0.020788,-0.0846907,0.0743109,-0.158501,-0.0846662,-0.0178525,-0.115556,0.0266437,0.116513,-0.0150861,-0.0733582,-0.117158,-0.0547882,-0.00398496,-0.0747553,-0.0821203,-0.0471054,0.0347553,0.0444669,0.0134179,0.00340547,0.00473286,-0.0661187,0.180115,-0.0311338,-0.0946264,-0.0338519,-0.0158526,-0.0939896,-0.130808,-0.0420299,-0.0495473,-0.143978,0.0194629,0.0777788,0.0302982,-0.0786003,0.12626,0.100428,-0.062762,0.0691775,-0.0762541,0.0204355,0.0811862,-0.0118545,0.0179707,0.0601227,-0.185583,0.07847,0.119226,0.171201,-0.0938367,-0.0238112,-0.0842384,0.0184563,0.131859,-0.0482515,0.0350355,-0.0344032,0.0737337,-0.115874,-0.112239,-0.0997305,0.0639655,-0.017114,-0.119953,-0.0353937,0.129447,0.0291051,0.0918231,-0.0578863,-0.010907,0.159284,-0.0311731,0.0890223,-0.00705403,0.17554,-0.0724822,-0.0695651,0.0362094,0.0409036,-0.0362611,0.112285,0.14289,0.0843722,-0.0806814,-0.0815449,-0.0310663,-0.103914,-0.0260381,-0.0148651,0.109389,0.112086,0.00235181,0.121652,0.0687997,0.185632,0.0984858,0.0318439,-0.0190039,0.0204564,-0.0365722,0.0582442,-0.166521,-0.0524308,0.0351218,0.0127958,-0.123823,0.0388902,0.0965741,0.128329,0.185549,0.0225228,-0.074372,0.0856328,0.0927817,0.0389565,-0.203142,-0.0197147,-0.0553236,
take,-0.00416363,0.200523,0.029628,0.0190524,-0.130761,-0.00113905,0.0745523,0.167853,-0.0296515,0.0359192,-0.00477011,-0.145504,-0.0830848,0.110172,0.0768929,0.0602253,-0.15354,0.0618642,0.00610636,-0.0919589,0.182797,0.149829,0.0727946,-0.0921684,-0.114043,0.06132,0.0644075,-0.144737,-0.016344,0.0885605,0.0125888,0.0428396,-0.158688,-0.0261746,0.0131235,-0.156387,0.0209015,-0.0162557,-0.0687749,0.0989958,-0.0424767,-0.0570142,-0.101993,-0.0637057,-0.019394,-0.0596546,0.0536,-0.0273297,0.0408653,0.0582033,-0.0462245,-0.0133364,-0.127549,-0.0555392,0.065127,0.0596632,-0.0710005,0.0476759,-0.0209711,-0.0276049,-0.115056,0.0207751,0.0942719,0.0205216,-0.0807655,-0.0157762,-0.142373,-0.0790883,0.186885,0.0780939,0.125521,0.0541806,0.0282539,0.103383,-0.131654,0.0315103,-0.046477,0.0420544,0.0119059,0.0870347,-0.0541693,-0.103905,-0.0185261,-0.0366398,-0.100616,0.0174116,0.0658284,0.0783658,-0.112095,-0.0218377,-0.0773729,0.149476,-0.102601,-0.0752802,-0.0658048,0.109708,-0.0972951,0.0839009,0.0792831,0.0787873,0.0364286,-0.0361069,0.000947828,-0.0171681,0.161985,-0.0115816,0.0134351,0.0300359,-0.188813,-0.0207269,-0.0883822,0.159659,-0.00686749,0.332343,0.048547,0.0827578,-0.0476527,0.0305499,-0.0369664,-0.0330229,-0.0713177,0.113644,0.0122829,0.117685,0.0506271,-0.0682081,-0.0352031,0.010549,
took,-0.0048833,0.0940326,-0.0491561,-0.0484801,-0.0244865,-0.0989419,-0.0741232,0.0062866,-0.0936243,-0.069217,-0.0805964,-0.0621204,-0.0414332,-0.0544683,0.0601538,-0.193445,0.0699635,0.0355494,0.0066413,-0.140187,-0.066848,0.0161978,-0.0347568,0.0380809,0.0566855,0.0608801,0.00394089,-0.0850858,0.0358206,0.114206,0.116118,0.144876,-0.0349125,-0.0187951,0.174429,0.0118641,0.064104,-0.0188211,-0.0881939,-0.0784332,-0.118726,-0.0998477,-0.189789,0.0407298,-0.00160909,0.222771,-0.0109459,0.103775,-0.0986847,-0.111209,-0.0159431,-0.0585349,-0.0503815,-0.00847856,-0.0598592,0.0314925,-0.213079,0.0811583,0.0139119,0.0177259,0.0342861,0.0401263,0.093022,-0.0134609,-0.0438842,-0.0171145,-0.100179,0.0585345,0.0512526,0.106086,0.0397288,0.0584148,-0.104088,-0.166342,-0.0867553,-0.00169672,0.105108,-0.126451,0.0323946,-0.021648,-0.0814626,0.096809,0.175747,0.0612277,0.121085,-0.00559279,0.105928,-0.0885459,0.156808,-0.0283759,0.0353975,-0.0296736,-0.00521128,-0.0138486,0.145593,0.0959639,-0.130151,-0.0821019,0.206589,0.0717102,0.0715754,-0.101944,-0.00994776,-0.0817761,-0.0980044,0.0895165,-0.0637626,-0.0628568,-0.100997,0.00324708,0.0243714,0.0473802,0.171712,-0.182864,0.0814434,-0.108586,0.0701476,-0.11418,0.0340444,0.0498366,-0.0863327,-0.0646917,0.0720287,0.0667241,-0.00656976,-0.1221,0.103761,-0.0241795,
adderall,-0.0865235,0.0788,0.203447,-0.0491842,-0.00105494,0.00675861,-0.0116805,0.0452306,-0.026329,0.0513693,-0.0413038,-0.0875246,0.184803,0.0488832,0.0122643,-0.0297782,-0.00328309,0.0944011,0.0164766,-0.110972,-0.0366753,-0.119984,-0.0447188,0.0233589,-0.0579055,0.132615,0.125668,0.0225507,-0.172509,0.00200283,-0.0308935,-0.0157825,0.0394973,0.00374254,-0.0567478,-0.0245983,0.025922,-0.135437,0.0779689,-0.108079,-0.0268942,-0.0250883,0.0412096,-0.0384234,0.0866412,0.074495,0.00812973,-0.0534748,0.0506263,-0.151188,-0.0484295,-0.0118372,0.0606666,0.0097688,-0.00506647,-0.0984867,-0.00202292,0.176065,-0.0284768,0.0413416,-0.0729974,0.137251,-0.0382196,-0.0547611,-0.040238,-0.00296443,0.0885603,0.0160215,0.0505269,-0.0378495,0.0125469,0.0687298,0.00877563,-0.021628,-0.0700871,0.0255713,0.0282497,0.143125,0.219871,-0.037194,-0.0926527,0.0374123,0.0570576,-0.0237859,0.0741489,-0.0260027,0.0222998,-0.106971,-0.000550207,-0.0503939,0.0118621,0.257928,0.079094,-0.0815307,0.140172,-0.110822,-0.1947,-0.209843,0.0436432,-0.0560447,0.0222139,0.0577234,-0.104705,0.0434016,-0.11789,0.12381,-0.0998341,0.0518636,0.113861,0.0335743,-0.0916122,-0.0167277,0.0812811,0.0690614,0.0539714,0.0851653,0.00441,0.0563729,-0.0811069,-0.124181,0.224365,0.102673,-0.0846588,-0.117492,0.0516159,-0.226829,0.00827576,0.151611,
feel,-0.00441388,0.0416924,-0.146706,0.000622775,-0.0609331,-0.0442516,-0.0350889,0.113724,-0.0538546,0.00492614,0.00671701,-0.12751,-0.0261442,-0.102726,-0.0875797,-0.0116137,0.0535253,0.0117563,0.0404556,-0.0304615,0.0293975,-0.0712607,-0.00467201,-0.097022,-0.0879633,-0.170101,0.159608,-0.0176663,-0.00779853,-0.0483097,-0.0417917,0.0433037,-0.0331553,-0.149845,0.07871,0.0713034,-0.155023,0.0345677,0.0116568,0.12642,-0.0779408,0.0785449,0.127209,0.060252,-0.0674998,0.0585254,0.108985,0.0717193,0.0972012,-0.00575168,0.013071,0.180855,-0.106996,-0.0964816,0.0123611,0.0846444,-0.0947072,-0.163407,-0.142244,-0.0756786,-0.034072,-0.0681988,-0.212883,-0.0705292,-0.0778057,-0.01065,0.0428942,0.0757595,0.124922,-0.00379615,0.0315793,0.156328,-0.0868054,-0.0157704,-0.0299741,-0.0659123,0.112702,-0.121683,-0.110986,-0.0993598,0.0559571,-0.0969145,0.0607684,-0.0926647,-0.156118,0.0480378,0.0804783,-0.19924,-0.00553121,0.0870004,-0.0636228,0.0290613,0.226098,-0.166476,0.122154,-0.0456599,-0.0358665,-0.0272055,0.00521757,-0.0125121,0.0532645,-0.076682,0.118266,0.0588168,0.00648331,-0.0592454,-0.068659,0.026437,0.0102919,-0.10581,-0.163254,0.123676,0.0233398,0.00251174,-0.0121986,0.0625801,0.0617336,-0.156826,0.14184,0.030799,0.181647,0.00179774,-0.0303556,-0.00619085,0.0588007,-0.0211414,-0.0402103,-0.0105582,
&amp,-0.0823271,-0.132504,0.13719,-0.0415219,0.0539611,0.102653,-0.0584818,-0.0628925,-0.183808,-0.134422,-0.0500534,-0.0745636,-0.18151,-0.094164,0.0130246,-0.0732633,0.0770304,-0.0780926,-0.101825,-0.00414561,0.0149436,0.125813,0.0264553,-0.00971473,0.00559588,0.0243093,-0.00275863,-0.103846,-0.109578,-0.0957656,0.0820556,0.0853193,0.00171107,0.0355196,-0.105546,0.15401,-0.0664316,-0.00493487,0.126209,-0.251366,-0.0410292,0.0746668,0.0677194,0.0409127,0.08726,0.00315575,-0.0430831,0.0188851,-0.0152823,-0.120143,0.00197195,0.027143,-0.0787577,-0.157718,-0.12566,-0.0532134,0.0352006,0.0128317,-0.0777538,-0.136845,-0.0876135,0.00169762,-0.0713724,0.0691539,-0.032466,0.0318377,-0.0118045,-0.0254217,-0.108196,0.122309,0.030105,0.0463861,-0.0324232,0.00364878,-0.0922569,0.161047,-0.103147,-0.105758,-0.100748,-0.0440202,0.0294506,-0.108466,-0.0356365,-0.0479769,-0.0488614,-0.00537543,-0.139401,-0.0460017,0.0680003,-0.172542,0.0501543,0.0373354,0.00428328,-0.0533956,-0.00041796,0.0999921,0.0310965,-0.0610544,-0.264792,0.0855298,-0.0549376,0.0349121,0.0455515,0.0309492,-0.0943143,0.155521,0.0498297,0.0116125,-0.0422111,0.141195,-0.0645668,-0.0391708,0.107453,0.120281,0.0421149,-0.173473,-0.118636,-0.110192,-0.00570374,-0.0676841,-0.0801169,0.0244519,0.0301821,-0.0488429,-0.143952,0.0631944,0.0805059,0.114924,
cant,-0.120518,-0.0410703,-0.0321787,0.0545667,-0.069366,0.101827,0.0210187,0.0272965,0.0834624,0.0310586,-0.0370614,-0.0671204,0.132373,0.0879575,-0.00333709,0.00945845,-0.125172,-0.0322096,-0.0632897,-0.0491497,-0.0164191,0.123727,0.0285637,0.0939263,0.0798674,-0.00531301,0.114122,-0.0410608,0.0376533,0.106306,0.0556995,-0.0392622,0.00377131,0.0815367,0.107315,-0.0976825,0.0475198,0.0341193,-0.152487,0.106468,0.126182,0.0560613,-0.218432,0.0242161,-0.0173232,-0.0493537,0.0994919,0.0182855,-0.0643034,-0.0869264,0.0205472,-0.0584581,0.0679753,0.106559,0.214778,0.169244,0.0487986,-0.179997,0.0165318,0.126093,-0.196334,-0.17553,-0.149125,-0.0279829,-0.00868696,-0.0191124,0.0341583,-0.0312163,-0.0237148,-0.00892425,-0.0536898,-0.0569043,0.0227143,-0.150363,-0.0981713,-0.07342,0.0686465,0.0578391,-0.0511229,0.139432,0.0264771,0.0405443,0.0428134,0.0334901,0.164674,0.0772156,-0.0597875,-0.0445644,0.24625,-0.103226,0.124112,0.127316,0.0802211,0.0195321,0.0455937,0.0368281,-0.042919,-0.137995,-0.00424228,0.143933,-0.00716778,0.119408,0.0935259,0.0619749,-0.0842786,0.156101,0.0985429,0.0672945,-0.0176313,0.059336,-0.105749,-0.0608206,-0.00625498,-0.10898,0.0564287,0.07267,0.0190176,0.0205002,-0.204892,0.069148,-0.0559725,0.00492556,-0.00569057,-0.0191828,-0.0254972,-0.006139,-0.00461956,-0.0436,
